# Catalog from Lengline et al. (GRL, 2016, doi: 10.1002/2016GL068383)
# Origin time             Lat(deg)     Lon(deg)    Dep(km)
2015-04-18 11:09:55.940  -21.245068    55.704138    7.593
2015-04-18 11:45:38.330  -21.245213    55.704350    7.535
2015-04-18 11:59:51.160  -21.245408    55.703674    7.368
2015-04-18 12:23:02.570  -21.245056    55.704325    7.560
2015-04-18 12:57:30.140  -21.245040    55.703772    7.621
2015-04-18 13:07:00.810  -21.245416    55.702002    7.392
2015-04-18 13:50:14.100  -21.245286    55.702360    7.517
2015-04-18 13:54:37.660  -21.241640    55.707979    8.890
2015-04-18 14:05:18.360  -21.244989    55.703971    7.646
2015-04-18 14:16:07.610  -21.245369    55.701998    7.392
2015-04-18 14:16:24.170  -21.241437    55.708415    8.930
2015-04-18 14:39:50.330  -21.245211    55.704024    7.581
2015-04-18 14:44:20.240  -21.245461    55.702124    7.358
2015-04-18 15:38:56.390  -21.245780    55.701473    7.006
2015-04-18 17:27:08.640  -21.245174    55.703719    7.589
2015-04-18 17:31:41.120  -21.245343    55.702136    7.423
2015-04-18 17:55:40.460  -21.245546    55.701587    7.236
2015-04-18 20:24:25.320  -21.245968    55.701095    7.073
2015-04-18 20:28:15.760  -21.246092    55.700675    6.881
2015-04-18 20:34:27.400  -21.245494    55.701253    7.311
2015-04-18 20:48:36.360  -21.245813    55.701119    7.167
2015-04-18 21:03:10.100  -21.245526    55.701103    7.315
2015-04-18 21:05:18.320  -21.245435    55.701465    7.448
2015-04-18 21:14:40.360  -21.245225    55.701595    7.574
2015-04-18 22:23:50.080  -21.245184    55.701709    7.610
2015-04-18 22:25:01.080  -21.245361    55.703638    7.390
2015-04-18 22:36:34.080  -21.245780    55.701408    7.264
2015-04-18 23:08:10.600  -21.245778    55.701461    7.302
2015-04-18 23:17:59.460  -21.245455    55.703723    7.367
2015-04-19 00:41:03.690  -21.245492    55.700753    7.249
2015-04-19 14:12:41.500  -21.243306    55.704749    8.308
2015-04-19 15:39:04.410  -21.246037    55.700956    6.976
2015-04-19 16:05:50.450  -21.245876    55.701168    7.105
2015-04-19 16:14:16.340  -21.241726    55.704761    8.772
2015-04-19 16:41:40.200  -21.243528    55.706942    8.694
2015-04-19 16:52:15.210  -21.243309    55.704769    8.387
2015-04-19 16:52:15.210  -21.243227    55.704793    8.380
2015-04-19 17:04:45.000  -21.242259    55.705306    8.656
2015-04-19 17:20:00.720  -21.243288    55.704338    8.345
2015-04-19 17:39:58.200  -21.242775    55.704960    8.378
2015-04-19 18:18:19.680  -21.245789    55.701225    7.127
2015-04-19 18:25:42.100  -21.243221    55.705001    8.406
2015-04-19 18:25:42.080  -21.242749    55.704846    8.368
2015-04-19 19:27:11.120  -21.243138    55.705042    8.408
2015-04-19 19:27:11.100  -21.242725    55.704932    8.387
2015-04-19 19:49:44.680  -21.245846    55.701078    7.157
2015-04-19 20:29:37.680  -21.245874    55.700952    7.165
2015-04-19 22:29:31.300  -21.245711    55.701164    7.224
2015-04-19 22:54:46.940  -21.245797    55.700964    7.139
2015-04-19 23:12:05.880  -21.245683    55.701042    7.243
2015-04-19 23:13:40.100  -21.245675    55.701090    7.248
2015-04-19 23:26:42.480  -21.245650    55.701156    7.252
2015-04-19 23:53:21.680  -21.245571    55.701164    7.258
2015-04-19 23:54:10.940  -21.243526    55.707202    8.610
2015-04-19 23:58:20.120  -21.242354    55.708516    8.804
2015-04-20 00:06:50.400  -21.245597    55.701196    7.265
2015-04-20 06:22:58.530  -21.244171    55.709306    9.402
2015-04-20 07:02:57.030  -21.243182    55.708134    8.997
2015-04-20 07:10:43.110  -21.243701    55.707910    8.538
2015-04-20 07:34:35.220  -21.243660    55.707902    8.536
2015-04-20 07:39:55.420  -21.243601    55.707918    8.565
2015-04-20 07:42:06.470  -21.246216    55.700606    6.812
2015-04-20 07:44:00.800  -21.243707    55.707963    8.520
2015-04-20 07:50:31.260  -21.246108    55.700647    6.881
2015-04-20 07:56:36.870  -21.246171    55.700688    6.831
2015-04-20 08:00:03.370  -21.246141    55.700704    6.827
2015-04-20 08:05:28.480  -21.246141    55.700798    6.840
2015-04-20 08:07:17.300  -21.243693    55.708004    8.534
2015-04-20 08:07:44.660  -21.243673    55.708000    8.529
2015-04-20 08:16:09.080  -21.246136    55.700700    6.849
2015-04-20 08:42:58.770  -21.242609    55.707528    8.992
2015-04-20 08:46:00.360  -21.243490    55.706950    8.667
2015-04-20 08:46:32.780  -21.246104    55.700655    6.860
2015-04-20 08:48:12.720  -21.243435    55.707007    8.786
2015-04-20 08:49:07.370  -21.243512    55.707015    8.613
2015-04-20 08:50:09.330  -21.241012    55.708451    9.635
2015-04-20 08:52:31.170  -21.243433    55.707214    9.004
2015-04-20 08:52:58.870  -21.243298    55.706974    8.649
2015-04-20 08:57:56.570  -21.246098    55.700671    6.864
2015-04-20 09:02:55.970  -21.246108    55.700667    6.853
2015-04-20 09:19:36.770  -21.246063    55.700700    6.890
2015-04-20 09:36:03.060  -21.246053    55.700716    6.910
2015-04-20 09:44:31.060  -21.246035    55.700704    6.905
2015-04-20 10:09:21.770  -21.245994    55.700765    6.924
2015-04-20 10:17:18.680  -21.245955    55.700749    6.935
2015-04-20 10:23:49.580  -21.245947    55.700773    6.939
2015-04-20 10:38:38.300  -21.245833    55.700887    7.010
2015-04-20 10:56:32.070  -21.246112    55.700472    6.937
2015-04-20 11:00:55.480  -21.245900    55.700944    6.972
2015-04-20 11:06:19.890  -21.245943    55.700785    6.971
2015-04-20 11:07:08.900  -21.245837    55.700981    7.023
2015-04-20 11:09:44.100  -21.245870    55.700879    6.986
2015-04-20 11:11:40.900  -21.245941    55.701095    6.999
2015-04-20 11:16:59.390  -21.245905    55.700924    6.987
2015-04-20 11:19:12.710  -21.245819    55.701025    7.043
2015-04-20 11:23:11.550  -21.245634    55.701229    7.216
2015-04-20 11:24:34.020  -21.245726    55.701090    7.102
2015-04-20 11:38:59.420  -21.245890    55.700952    6.957
2015-04-20 12:04:40.220  -21.245374    55.701396    7.295
2015-04-20 12:15:24.280  -21.245933    55.700932    6.987
2015-04-20 12:17:49.180  -21.245941    55.700985    6.965
2015-04-20 12:28:48.510  -21.245825    55.701025    7.043
2015-04-20 12:28:48.980  -21.244078    55.704537    8.655
2015-04-20 12:50:10.300  -21.245795    55.701054    7.060
2015-04-20 12:50:43.240  -21.245648    55.701318    7.173
2015-04-20 12:59:57.730  -21.245673    55.701139    7.113
2015-04-20 13:02:03.330  -21.245831    55.701221    7.122
2015-04-20 13:02:53.960  -21.246063    55.701111    7.079
2015-04-20 13:08:05.610  -21.245400    55.701530    7.289
2015-04-20 13:11:04.830  -21.245797    55.701290    7.118
2015-04-20 13:14:13.550  -21.245528    55.701420    7.199
2015-04-20 13:24:08.360  -21.246198    55.700871    6.867
2015-04-20 13:31:00.560  -21.245361    55.701831    7.417
2015-04-20 13:37:55.620  -21.245774    55.701294    7.127
2015-04-20 15:29:14.830  -21.245235    55.701733    7.437
2015-04-20 15:47:42.460  -21.245589    55.703581    7.299
2015-04-20 22:18:44.320  -21.241640    55.707491    8.766
2015-04-20 22:24:41.480  -21.240948    55.710291    9.618
2015-04-20 22:49:06.100  -21.242601    55.708179    8.932
2015-04-20 23:58:01.640  -21.242344    55.710811    9.300
2015-04-21 01:13:46.360  -21.243089    55.706661    8.893
2015-04-21 01:25:30.200  -21.243833    55.706539    8.370
2015-04-21 01:26:18.270  -21.243776    55.706592    8.385
2015-04-21 01:33:43.460  -21.244194    55.706246    8.424
2015-04-21 01:37:41.350  -21.242322    55.707918    8.478
2015-04-21 01:37:58.550  -21.243134    55.706848    8.759
2015-04-21 01:40:28.560  -21.243992    55.707035    8.380
2015-04-21 01:44:53.690  -21.243152    55.707161    8.757
2015-04-21 01:46:29.190  -21.243933    55.706592    8.348
2015-04-21 01:48:58.050  -21.244157    55.706641    8.217
2015-04-21 01:50:41.780  -21.243821    55.706706    8.424
2015-04-21 01:52:46.710  -21.243469    55.707458    8.597
2015-04-21 01:53:11.160  -21.243353    55.706938    8.674
2015-04-21 01:57:40.010  -21.243868    55.706689    8.402
2015-04-21 01:58:24.620  -21.243361    55.707003    8.759
2015-04-21 02:00:44.870  -21.243980    55.706669    8.377
2015-04-21 02:01:45.380  -21.241164    55.706506    8.528
2015-04-21 02:01:49.650  -21.243481    55.706934    8.623
2015-04-21 02:02:02.180  -21.243844    55.706620    8.399
2015-04-21 02:04:16.800  -21.243624    55.706779    8.505
2015-04-21 02:04:35.370  -21.243384    55.707052    8.682
2015-04-21 02:06:25.910  -21.244067    55.706372    8.286
2015-04-21 02:07:14.880  -21.243846    55.706722    8.396
